seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr2_h1	99220329	99220329	1	*	wt_H3K4me3_peak_9651	1521	.	Distal Intergenic	2	99227191	99228412	1222	1	h1SMcG0011825	h1SMcT0011825.1	-6862
chr2_h1	99337052	99337052	1	*	wt_H3K4me3_peak_9658	144	.	Distal Intergenic	2	99343294	99344598	1305	1	h1SMcG0011831	h1SMcT0011831.1	-6242
chr2_h1	100398950	100398950	1	*	wt_H3K4me3_peak_9679	177	.	Distal Intergenic	2	100412977	100413831	855	2	h1SMcG0011852	h1SMcT0011852.3	14881
chr2_h1	100775194	100775194	1	*	wt_H3K4me3_peak_9690	221	.	Distal Intergenic	2	100769361	100770401	1041	2	h1SMcG0011858	h1SMcT0011858.1	-4793
chr2_h1	102725489	102725489	1	*	wt_H3K4me3_peak_9709	7381	.	Promoter (<=1kb)	2	102724927	102725818	892	1	h1SMcG0011885	h1SMcT0011885.1	562
chr2_h1	102841915	102841915	1	*	wt_H3K4me3_peak_9710	44	.	Distal Intergenic	2	102872474	102873479	1006	1	h1SMcG0011892	h1SMcT0011892.1	-30559
chr2_h1	103437295	103437295	1	*	wt_H3K4me3_peak_9721	96	.	Distal Intergenic	2	103449105	103470133	21029	1	h1SMcG0011907	h1SMcT0011907.1	-11810
chr2_h1	103439802	103439802	1	*	wt_H3K4me3_peak_9722	254	.	Distal Intergenic	2	103449105	103470133	21029	1	h1SMcG0011907	h1SMcT0011907.1	-9303
chr2_h1	103948975	103948975	1	*	wt_H3K4me3_peak_9734	104	.	Exon (h1SMcT0011919.2/h1SMcG0011919, exon 13 of 13)	2	103947816	103960687	12872	2	h1SMcG0011919	h1SMcT0011919.2	11712
chr2_h1	104181116	104181116	1	*	wt_H3K4me3_peak_9737	443	.	Distal Intergenic	2	104025700	104163708	138009	2	h1SMcG0011923	h1SMcT0011923.1	-17408
chr2_h1	104198069	104198069	1	*	wt_H3K4me3_peak_9738	459	.	Distal Intergenic	2	104203320	104205355	2036	2	h1SMcG0011924	h1SMcT0011924.1	7286
chr2_h1	104582575	104582575	1	*	wt_H3K4me3_peak_9747	846	.	Distal Intergenic	2	104519634	104530324	10691	1	h1SMcG0011934	h1SMcT0011934.2	62941
chr2_h1	104611010	104611010	1	*	wt_H3K4me3_peak_9748	183	.	Distal Intergenic	2	104519634	104530324	10691	1	h1SMcG0011934	h1SMcT0011934.2	91376
chr2_h1	104739496	104739496	1	*	wt_H3K4me3_peak_9750	4281	.	Distal Intergenic	2	104717808	104721585	3778	2	h1SMcG0011941	h1SMcT0011941.1	-17911
chr2_h1	105540053	105540053	1	*	wt_H3K4me3_peak_9761	42	.	Promoter (<=1kb)	2	105538609	105540437	1829	2	h1SMcG0011955	h1SMcT0011955.1	384
chr2_h1	106021209	106021209	1	*	wt_H3K4me3_peak_9769	49	.	Distal Intergenic	2	106022682	106032443	9762	2	h1SMcG0011964	h1SMcT0011964.1	11234
chr2_h1	106039406	106039406	1	*	wt_H3K4me3_peak_9770	379	.	Distal Intergenic	2	106026506	106032443	5938	2	h1SMcG0011964	h1SMcT0011964.3	-6963
chr2_h1	106561427	106561427	1	*	wt_H3K4me3_peak_9779	318	.	Distal Intergenic	2	106543999	106546178	2180	2	h1SMcG0011974	h1SMcT0011974.1	-15249
chr2_h1	106602384	106602384	1	*	wt_H3K4me3_peak_9781	30	.	Distal Intergenic	2	106611669	106612416	748	2	h1SMcG0011976	h1SMcT0011976.1	10032
chr2_h1	106896067	106896067	1	*	wt_H3K4me3_peak_9788	350	.	Intron (h1SMcT0011984.1/h1SMcG0011984, intron 3 of 5)	2	106892405	106897462	5058	1	h1SMcG0011984	h1SMcT0011984.1	3662
chr2_h1	106902931	106902931	1	*	wt_H3K4me3_peak_9789	93	.	Distal Intergenic	2	106892405	106897462	5058	1	h1SMcG0011984	h1SMcT0011984.1	10526
chr2_h1	107068816	107068816	1	*	wt_H3K4me3_peak_9793	2545	.	Distal Intergenic	2	107069955	107077528	7574	2	h1SMcG0011989	h1SMcT0011989.1	8712
chr2_h1	107168487	107168487	1	*	wt_H3K4me3_peak_9796	63	.	Distal Intergenic	2	107174072	107190973	16902	1	h1SMcG0011991	h1SMcT0011991.1	-5585
chr2_h1	107230822	107230822	1	*	wt_H3K4me3_peak_9798	3728	.	Intron (h1SMcT0011995.1/h1SMcG0011995, intron 6 of 7)	2	107225221	107247259	22039	2	h1SMcG0011995	h1SMcT0011995.1	16437
chr2_h1	107322785	107322785	1	*	wt_H3K4me3_peak_9802	99	.	Distal Intergenic	2	107347347	107348382	1036	2	h1SMcG0011999	h1SMcT0011999.1	25597
chr2_h1	108327755	108327755	1	*	wt_H3K4me3_peak_9818	243	.	Distal Intergenic	2	108353823	108376778	22956	2	h1SMcG0012022	h1SMcT0012022.1	49023
chr2_h1	108483107	108483107	1	*	wt_H3K4me3_peak_9820	129	.	Promoter (<=1kb)	2	108482582	108483258	677	1	h1SMnG0019719	h1SMnT0019719.4	525
chr2_h1	110894755	110894755	1	*	wt_H3K4me3_peak_9857	327	.	Promoter (<=1kb)	2	110894482	110896269	1788	1	h1SMcG0012081	h1SMcT0012081.1	273
chr2_h1	111023904	111023904	1	*	wt_H3K4me3_peak_9858	417	.	Distal Intergenic	2	111059120	111067838	8719	1	h1SMcG0012082	h1SMcT0012082.1	-35216
chr2_h1	111407116	111407116	1	*	wt_H3K4me3_peak_9865	465	.	Promoter (2-3kb)	2	111404762	111409470	4709	1	h1SMcG0012095	h1SMcT0012095.3	2354
chr2_h1	111408883	111408883	1	*	wt_H3K4me3_peak_9866	195	.	Intron (h1SMcT0012095.1/h1SMcG0012095, intron 5 of 5)	2	111404762	111409470	4709	1	h1SMcG0012095	h1SMcT0012095.3	4121
chr2_h1	111576254	111576254	1	*	wt_H3K4me3_peak_9871	106	.	Distal Intergenic	2	111564940	111568011	3072	2	h1SMcG0012102	h1SMcT0012102.3	-8243
chr2_h1	111787827	111787827	1	*	wt_H3K4me3_peak_9878	417	.	Distal Intergenic	2	111778274	111782093	3820	2	h1SMcG0012109	h1SMcT0012109.1	-5734
chr2_h1	112080084	112080084	1	*	wt_H3K4me3_peak_9885	911	.	Distal Intergenic	2	112056974	112058015	1042	2	h1SMcG0012117	h1SMcT0012117.1	-22069
chr2_h1	113041730	113041730	1	*	wt_H3K4me3_peak_9909	1022	.	Distal Intergenic	2	113100154	113116704	16551	1	h1SMnG0019906	h1SMnT0019906.1	-58424
chr2_h1	113429995	113429995	1	*	wt_H3K4me3_peak_9914	160	.	Distal Intergenic	2	113425997	113426780	784	1	h1SMcG0012155	h1SMcT0012155.1	3998
chr2_h1	113628776	113628776	1	*	wt_H3K4me3_peak_9921	799	.	Distal Intergenic	2	113631868	113639234	7367	2	h1SMcG0012165	h1SMcT0012165.1	10458
chr2_h1	113673845	113673845	1	*	wt_H3K4me3_peak_9923	851	.	Promoter (<=1kb)	2	113673654	113684730	11077	1	h1SMcG0012167	h1SMcT0012167.2	191
chr2_h1	113748012	113748012	1	*	wt_H3K4me3_peak_9924	61	.	Distal Intergenic	2	113758579	113764098	5520	1	h1SMcG0012170	h1SMcT0012170.1	-10567
chr2_h1	113762470	113762470	1	*	wt_H3K4me3_peak_9926	141	.	Exon (h1SMcT0012170.1/h1SMcG0012170, exon 4 of 6)	2	113758579	113764098	5520	1	h1SMcG0012170	h1SMcT0012170.3	3891
chr2_h1	113777916	113777916	1	*	wt_H3K4me3_peak_9927	69	.	Distal Intergenic	2	113758579	113764098	5520	1	h1SMcG0012170	h1SMcT0012170.3	19337
chr2_h1	114065168	114065168	1	*	wt_H3K4me3_peak_9935	357	.	Distal Intergenic	2	113951660	114058490	106831	1	h1SMcG0012174	h1SMcT0012174.2	113508
chr2_h1	114094161	114094161	1	*	wt_H3K4me3_peak_9938	854	.	Distal Intergenic	2	113951660	114058490	106831	1	h1SMcG0012174	h1SMcT0012174.2	142501
chr2_h1	114363461	114363461	1	*	wt_H3K4me3_peak_9942	393	.	Promoter (<=1kb)	2	114363361	114396880	33520	1	h1SMcG0012180	h1SMcT0012180.1	100
chr2_h1	114761612	114761612	1	*	wt_H3K4me3_peak_9954	2013	.	Distal Intergenic	2	114768603	114769651	1049	1	h1SMcG0012197	h1SMcT0012197.1	-6991
chr2_h1	115138789	115138789	1	*	wt_H3K4me3_peak_9969	154	.	Distal Intergenic	2	115106869	115114389	7521	1	h1SMcG0012208	h1SMcT0012208.4	31920
chr2_h1	115183063	115183063	1	*	wt_H3K4me3_peak_9970	122	.	Promoter (<=1kb)	2	115168665	115183280	14616	2	h1SMcG0012209	h1SMcT0012209.1	217
chr2_h1	115692479	115692479	1	*	wt_H3K4me3_peak_9978	34	.	Promoter (2-3kb)	2	115690295	115793072	102778	1	h1SMcG0012219	h1SMcT0012219.1	2184
chr2_h1	115980630	115980630	1	*	wt_H3K4me3_peak_9982	92	.	Intron (h1SMcT0012226.1/h1SMcG0012226, intron 5 of 6)	2	115977778	115985693	7916	2	h1SMcG0012226	h1SMcT0012226.1	5063
chr2_h1	116456889	116456889	1	*	wt_H3K4me3_peak_9992	44	.	Promoter (2-3kb)	2	116454073	116485030	30958	1	h1SMcG0012239	h1SMcT0012239.1	2816
chr2_h1	116883456	116883456	1	*	wt_H3K4me3_peak_9999	275	.	Distal Intergenic	2	116890624	116891384	761	1	h1SMcG0012253	h1SMcT0012253.1	-7168
chr2_h1	116887129	116887129	1	*	wt_H3K4me3_peak_10000	91	.	Distal Intergenic	2	116890624	116891384	761	1	h1SMcG0012253	h1SMcT0012253.1	-3495
chr2_h1	116969943	116969943	1	*	wt_H3K4me3_peak_10003	51	.	Exon (h1SMcT0012255.1/h1SMcG0012255, exon 5 of 10)	2	116956198	116976914	20717	2	h1SMcG0012255	h1SMcT0012255.1	6971
chr2_h1	117501809	117501809	1	*	wt_H3K4me3_peak_10013	95	.	Intron (h1SMcT0012267.1/h1SMcG0012267, intron 1 of 4)	2	117505108	117505780	673	2	h1SMcG0012268	h1SMcT0012268.1	3971
chr2_h1	117516159	117516159	1	*	wt_H3K4me3_peak_10014	209	.	Promoter (2-3kb)	2	117480877	117518276	37400	2	h1SMcG0012267	h1SMcT0012267.1	2117
chr2_h1	118005132	118005132	1	*	wt_H3K4me3_peak_10023	86	.	Distal Intergenic	2	117986139	118001587	15449	1	h1SMcG0012281	h1SMcT0012281.2	18993
chr2_h1	118185345	118185345	1	*	wt_H3K4me3_peak_10027	209	.	Distal Intergenic	2	118173500	118179277	5778	2	h1SMcG0012288	h1SMcT0012288.1	-6068
chr2_h1	118205329	118205329	1	*	wt_H3K4me3_peak_10029	528	.	Downstream (<=300bp)	2	118202318	118205183	2866	1	h1SMcG0012289	h1SMcT0012289.2	3011
chr2_h1	118214023	118214023	1	*	wt_H3K4me3_peak_10030	216	.	Distal Intergenic	2	118202318	118205183	2866	1	h1SMcG0012289	h1SMcT0012289.2	11705
chr2_h1	118275347	118275347	1	*	wt_H3K4me3_peak_10033	469	.	Distal Intergenic	2	118247837	118267476	19640	2	h1SMcG0012292	h1SMcT0012292.1	-7871
chr2_h1	118507855	118507855	1	*	wt_H3K4me3_peak_10038	351	.	Promoter (1-2kb)	2	118509372	118516431	7060	1	h1SMcG0012298	h1SMcT0012298.4	-1517
chr2_h1	118556706	118556706	1	*	wt_H3K4me3_peak_10039	1194	.	Distal Intergenic	2	118561764	118569157	7394	1	h1SMcG0012300	h1SMcT0012300.1	-5058
chr2_h1	118955203	118955203	1	*	wt_H3K4me3_peak_10049	21	.	Distal Intergenic	2	118929947	118953228	23282	1	h1SMcG0012306	h1SMcT0012306.3	25256
chr2_h1	119724818	119724818	1	*	wt_H3K4me3_peak_10060	38	.	Distal Intergenic	2	119727392	119763987	36596	2	h1SMcG0012330	h1SMcT0012330.1	39169
chr2_h1	119835662	119835662	1	*	wt_H3K4me3_peak_10063	54	.	Intron (h1SMcT0012333.1/h1SMcG0012333, intron 4 of 16)	2	119812498	119874381	61884	1	h1SMcG0012333	h1SMcT0012333.2	23164
chr2_h1	120055503	120055503	1	*	wt_H3K4me3_peak_10065	705	.	Intron (h1SMcT0012336.1/h1SMcG0012336, intron 5 of 6)	2	120066427	120067579	1153	1	h1SMcG0012336	h1SMcT0012336.8	-10924
chr2_h1	120541144	120541144	1	*	wt_H3K4me3_peak_10073	254	.	Distal Intergenic	2	120523134	120526149	3016	2	h1SMcG0012347	h1SMcT0012347.1	-14995
chr2_h1	120597258	120597258	1	*	wt_H3K4me3_peak_10074	289	.	Distal Intergenic	2	120611746	120613072	1327	2	h1SMcG0012350	h1SMcT0012350.1	15814
chr2_h1	120708453	120708453	1	*	wt_H3K4me3_peak_10077	496	.	Distal Intergenic	2	120781400	120784229	2830	2	h1SMcG0012356	h1SMcT0012356.1	75776
chr2_h1	120733839	120733839	1	*	wt_H3K4me3_peak_10078	115	.	Distal Intergenic	2	120781400	120784229	2830	2	h1SMcG0012356	h1SMcT0012356.1	50390
chr2_h1	121474325	121474325	1	*	wt_H3K4me3_peak_10088	369	.	Downstream (<=300bp)	2	121465879	121474310	8432	1	h1SMcG0012371	h1SMcT0012371.2	8446
chr2_h1	121550706	121550706	1	*	wt_H3K4me3_peak_10089	286	.	Distal Intergenic	2	121520707	121522273	1567	1	h1SMcG0012373	h1SMcT0012373.1	29999
chr2_h1	121953807	121953807	1	*	wt_H3K4me3_peak_10096	762	.	Promoter (1-2kb)	2	121952780	121953972	1193	1	h1SMcG0012382	h1SMcT0012382.1	1027
chr2_h1	122060313	122060313	1	*	wt_H3K4me3_peak_10098	429	.	Distal Intergenic	2	122095378	122097421	2044	2	h1SMcG0012385	h1SMcT0012385.1	37108
chr2_h1	122558254	122558254	1	*	wt_H3K4me3_peak_10106	130	.	Intron (h1SMcT0012398.1/h1SMcG0012398, intron 13 of 15)	2	122573385	122574703	1319	1	h1SMcG0012399	h1SMcT0012399.1	-15131
chr2_h1	122880108	122880108	1	*	wt_H3K4me3_peak_10114	69	.	Distal Intergenic	2	122861259	122862250	992	2	h1SMcG0012406	h1SMcT0012406.1	-17858
chr2_h1	123348074	123348074	1	*	wt_H3K4me3_peak_10123	415	.	Intron (h1SMcT0012422.1/h1SMcG0012422, intron 4 of 7)	2	123335152	123349444	14293	1	h1SMcG0012422	h1SMcT0012422.1	12922
chr2_h1	123561655	123561655	1	*	wt_H3K4me3_peak_10125	67	.	Distal Intergenic	2	123443101	123496673	53573	2	h1SMcG0012424	h1SMcT0012424.1	-64982
chr2_h1	124052770	124052770	1	*	wt_H3K4me3_peak_10136	1506	.	Promoter (<=1kb)	2	123970405	124052975	82571	2	h1SMcG0012438	h1SMcT0012438.1	205
chr2_h1	124095374	124095374	1	*	wt_H3K4me3_peak_10138	1996	.	Distal Intergenic	2	123970405	124052975	82571	2	h1SMcG0012438	h1SMcT0012438.1	-42399
chr2_h1	124168220	124168220	1	*	wt_H3K4me3_peak_10140	184	.	Distal Intergenic	2	124095622	124156828	61207	2	h1SMcG0012440	h1SMcT0012440.1	-11392
chr2_h1	124632353	124632353	1	*	wt_H3K4me3_peak_10144	44	.	Promoter (1-2kb)	2	124630542	124686809	56268	1	h1SMcG0012445	h1SMcT0012445.1	1811
chr2_h1	124727833	124727833	1	*	wt_H3K4me3_peak_10145	286	.	Intron (h1SMcT0012446.1/h1SMcG0012446, intron 5 of 11)	2	124729593	124730848	1256	2	h1SMnG0020419	h1SMnT0020419.1	3015
chr2_h1	124965091	124965091	1	*	wt_H3K4me3_peak_10151	5199	.	Distal Intergenic	2	124997150	125020105	22956	1	h1SMcG0012450	h1SMcT0012450.1	-32059
chr2_h1	125448978	125448978	1	*	wt_H3K4me3_peak_10157	268	.	Distal Intergenic	2	125442049	125442700	652	2	h1SMnG0020445	h1SMnT0020445.1	-6278
chr2_h1	126574896	126574896	1	*	wt_H3K4me3_peak_10175	1180	.	Intron (h1SMcT0012482.1/h1SMcG0012482, intron 2 of 2)	2	126559186	126579084	19899	1	h1SMcG0012482	h1SMcT0012482.1	15710
chr2_h1	126739480	126739480	1	*	wt_H3K4me3_peak_10180	33	.	Intron (h1SMcT0012486.1/h1SMcG0012486, intron 2 of 60)	2	126731839	126774437	42599	1	h1SMcG0012486	h1SMcT0012486.2	7641
chr2_h1	127045358	127045358	1	*	wt_H3K4me3_peak_10184	31	.	Intron (h1SMcT0012489.1/h1SMcG0012489, intron 37 of 60)	2	127080098	127082540	2443	1	h1SMcG0012491	h1SMcT0012491.1	-34740
chr2_h1	127088868	127088868	1	*	wt_H3K4me3_peak_10185	44	.	Intron (h1SMcT0012489.1/h1SMcG0012489, intron 27 of 60)	2	127094304	127095064	761	1	h1SMcG0012494	h1SMcT0012494.1	-5436
chr2_h1	127156079	127156079	1	*	wt_H3K4me3_peak_10187	37	.	Intron (h1SMcT0012489.1/h1SMcG0012489, intron 15 of 60)	2	126950244	127180472	230229	2	h1SMcG0012489	h1SMcT0012489.1	24393
chr2_h1	127573961	127573961	1	*	wt_H3K4me3_peak_10192	393	.	Promoter (1-2kb)	2	127573638	127575465	1828	2	h1SMnG0020521	h1SMnT0020521.1	1504
chr2_h1	127743561	127743561	1	*	wt_H3K4me3_peak_10196	89	.	Promoter (<=1kb)	2	127742257	127743701	1445	2	h1SMnG0020526	h1SMnT0020526.1	140
chr2_h1	128193432	128193432	1	*	wt_H3K4me3_peak_10199	1128	.	Promoter (<=1kb)	2	128193346	128203408	10063	1	h1SMcG0012517	h1SMcT0012517.1	86
chr2_h1	128212557	128212557	1	*	wt_H3K4me3_peak_10200	112	.	Intron (h1SMcT0012518.1/h1SMcG0012518, intron 7 of 15)	2	128203409	128218485	15077	2	h1SMcG0012518	h1SMcT0012518.1	5928
chr2_h1	128750998	128750998	1	*	wt_H3K4me3_peak_10209	63	.	Intron (h1SMcT0012527.1/h1SMcG0012527, intron 10 of 12)	2	128772910	128779566	6657	1	h1SMcG0012529	h1SMcT0012529.1	-21912
chr2_h1	129053576	129053576	1	*	wt_H3K4me3_peak_10218	808	.	Intron (h1SMcT0012537.1/h1SMcG0012537, intron 3 of 6)	2	129049124	129079167	30044	1	h1SMcG0012537	h1SMcT0012537.1	4452
chr2_h1	129336525	129336525	1	*	wt_H3K4me3_peak_10223	945	.	Distal Intergenic	2	129349112	129400103	50992	1	h1SMcG0012543	h1SMcT0012543.1	-12587
chr2_h1	129656704	129656704	1	*	wt_H3K4me3_peak_10232	80	.	Promoter (2-3kb)	2	129657283	129659090	1808	2	h1SMcG0012553	h1SMcT0012553.1	2386
chr2_h1	130140467	130140467	1	*	wt_H3K4me3_peak_10243	236	.	Intron (h1SMcT0012565.1/h1SMcG0012565, intron 13 of 14)	2	130131864	130132903	1040	1	h1SMcG0012564	h1SMcT0012564.4	8603
chr2_h1	130143926	130143926	1	*	wt_H3K4me3_peak_10244	208	.	Exon (h1SMcT0012565.1/h1SMcG0012565, exon 12 of 15)	2	130131864	130132903	1040	1	h1SMcG0012564	h1SMcT0012564.4	12062
chr2_h1	130260667	130260667	1	*	wt_H3K4me3_peak_10246	28	.	Intron (h1SMcT0012566.1/h1SMcG0012566, intron 5 of 5)	2	130132910	130230747	97838	2	h1SMcG0012565	h1SMcT0012565.1	-29920
chr2_h1	130312195	130312195	1	*	wt_H3K4me3_peak_10247	539	.	Distal Intergenic	2	130258703	130298058	39356	2	h1SMcG0012566	h1SMcT0012566.1	-14137
chr2_h1	131567909	131567909	1	*	wt_H3K4me3_peak_10273	170	.	Promoter (<=1kb)	2	131566949	131568290	1342	2	h1SMcG0012598	h1SMcT0012598.1	381
chr2_h1	131611058	131611058	1	*	wt_H3K4me3_peak_10275	87	.	Intron (h1SMcT0012600.2/h1SMcG0012600, intron 1 of 1)	2	131604547	131662713	58167	1	h1SMcG0012600	h1SMcT0012600.2	6511
chr2_h1	131710972	131710972	1	*	wt_H3K4me3_peak_10277	378	.	Distal Intergenic	2	131725065	131758316	33252	1	h1SMcG0012601	h1SMcT0012601.1	-14093
chr2_h1	132041409	132041409	1	*	wt_H3K4me3_peak_10288	192	.	Distal Intergenic	2	132035561	132039477	3917	1	h1SMcG0012610	h1SMcT0012610.1	5848
chr2_h1	132072464	132072464	1	*	wt_H3K4me3_peak_10289	568	.	Distal Intergenic	2	132080485	132080857	373	1	h1SMnG0020740	h1SMnT0020740.1	-8021
chr2_h1	132870353	132870353	1	*	wt_H3K4me3_peak_10299	1303	.	Intron (h1SMcT0012627.1/h1SMcG0012627, intron 6 of 10)	2	132839444	132883909	44466	2	h1SMcG0012627	h1SMcT0012627.1	13556
chr2_h1	133255547	133255547	1	*	wt_H3K4me3_peak_10308	523	.	Distal Intergenic	2	133258773	133263647	4875	1	h1SMcG0012642	h1SMcT0012642.1	-3226
chr2_h1	133384961	133384961	1	*	wt_H3K4me3_peak_10311	30	.	Intron (h1SMcT0012646.1/h1SMcG0012646, intron 11 of 11)	2	133374573	133375658	1086	1	h1SMcG0012645	h1SMcT0012645.1	10388
chr2_h1	133563421	133563421	1	*	wt_H3K4me3_peak_10316	124	.	Intron (h1SMcT0012651.1/h1SMcG0012651, intron 25 of 26)	2	133571347	133571824	478	1	h1SMcG0012652	h1SMcT0012652.1	-7926
chr2_h1	133633591	133633591	1	*	wt_H3K4me3_peak_10319	2478	.	Distal Intergenic	2	133675369	133676742	1374	1	h1SMcG0012655	h1SMcT0012655.1	-41778
chr2_h1	134344825	134344825	1	*	wt_H3K4me3_peak_10330	1543	.	Distal Intergenic	2	134319263	134320564	1302	1	h1SMcG0012663	h1SMcT0012663.4	25562
chr2_h1	135170502	135170502	1	*	wt_H3K4me3_peak_10343	196	.	Distal Intergenic	2	135138389	135147611	9223	2	h1SMcG0012673	h1SMcT0012673.2	-22891
chr2_h1	135543036	135543036	1	*	wt_H3K4me3_peak_10351	122	.	Promoter (<=1kb)	2	135542217	135558066	15850	1	h1SMcG0012690	h1SMcT0012690.1	819
chr2_h1	135543882	135543882	1	*	wt_H3K4me3_peak_10352	72	.	Promoter (1-2kb)	2	135542217	135558066	15850	1	h1SMcG0012690	h1SMcT0012690.1	1665
chr2_h1	135707564	135707564	1	*	wt_H3K4me3_peak_10355	972	.	Intron (h1SMcT0012693.1/h1SMcG0012693, intron 41 of 44)	2	135696330	135725431	29102	1	h1SMcG0012693	h1SMcT0012693.3	11234
chr2_h1	135845186	135845186	1	*	wt_H3K4me3_peak_10358	815	.	Intron (h1SMcT0012699.1/h1SMcG0012699, intron 27 of 27)	2	135879287	135883636	4350	1	h1SMcG0012701	h1SMcT0012701.1	-34101
chr2_h1	136617199	136617199	1	*	wt_H3K4me3_peak_10377	37	.	Distal Intergenic	2	136591693	136611735	20043	2	h1SMcG0012721	h1SMcT0012721.2	-5464
chr2_h1	137950729	137950729	1	*	wt_H3K4me3_peak_10382	266	.	Promoter (2-3kb)	2	137952237	137952862	626	2	h1SMcG0012728	h1SMcT0012728.1	2133
chr2_h1	138065391	138065391	1	*	wt_H3K4me3_peak_10386	1178	.	Distal Intergenic	2	138073876	138075896	2021	2	h1SMcG0012732	h1SMcT0012732.1	10505
chr2_h1	138302848	138302848	1	*	wt_H3K4me3_peak_10393	145	.	Distal Intergenic	2	138267211	138290290	23080	2	h1SMcG0012738	h1SMcT0012738.3	-12558
chr2_h1	138874446	138874446	1	*	wt_H3K4me3_peak_10400	320	.	Intron (h1SMcT0012748.1/h1SMcG0012748, intron 2 of 10)	2	138825737	138882666	56930	2	h1SMcG0012748	h1SMcT0012748.1	8220
chr2_h1	138997249	138997249	1	*	wt_H3K4me3_peak_10407	148	.	Intron (h1SMcT0012751.1/h1SMcG0012751, intron 4 of 12)	2	138949927	139009857	59931	2	h1SMcG0012751	h1SMcT0012751.1	12608
chr2_h1	139311028	139311028	1	*	wt_H3K4me3_peak_10415	96	.	Intron (h1SMcT0012763.1/h1SMcG0012763, intron 5 of 12)	2	139300053	139329805	29753	1	h1SMcG0012763	h1SMcT0012763.3	10975
chr2_h1	139350542	139350542	1	*	wt_H3K4me3_peak_10416	37	.	Distal Intergenic	2	139343477	139344837	1361	2	h1SMcG0012764	h1SMcT0012764.1	-5705
chr2_h1	139960640	139960640	1	*	wt_H3K4me3_peak_10431	751	.	Promoter (<=1kb)	2	139960557	140053290	92734	1	h1SMcG0012780	h1SMcT0012780.1	83
chr2_h1	141072879	141072879	1	*	wt_H3K4me3_peak_10436	306	.	Promoter (<=1kb)	2	141039604	141073606	34003	2	h1SMcG0012804	h1SMcT0012804.1	727
chr2_h1	141077235	141077235	1	*	wt_H3K4me3_peak_10437	30	.	Distal Intergenic	2	141064915	141073733	8819	2	h1SMcG0012804	h1SMcT0012804.2	-3502
chr2_h1	141695961	141695961	1	*	wt_H3K4me3_peak_10450	44	.	Distal Intergenic	2	141689771	141690470	700	1	h1SMnG0021063	h1SMnT0021063.2	6190
chr2_h1	141746727	141746727	1	*	wt_H3K4me3_peak_10453	87	.	Promoter (2-3kb)	2	141744457	141774818	30362	1	h1SMcG0012826	h1SMcT0012826.1	2270
chr2_h1	142125582	142125582	1	*	wt_H3K4me3_peak_10457	406	.	Intron (h1SMcT0012829.1/h1SMcG0012829, intron 1 of 4)	2	142119212	142121257	2046	2	h1SMcG0012831	h1SMcT0012831.1	-4325
chr2_h1	142426189	142426189	1	*	wt_H3K4me3_peak_10464	342	.	Distal Intergenic	2	142431786	142446679	14894	1	h1SMcG0012838	h1SMcT0012838.1	-5597
chr2_h1	142471240	142471240	1	*	wt_H3K4me3_peak_10467	85	.	Distal Intergenic	2	142457208	142459330	2123	2	h1SMcG0012839	h1SMcT0012839.1	-11910
chr2_h1	142706909	142706909	1	*	wt_H3K4me3_peak_10469	58	.	Distal Intergenic	2	142719367	142720565	1199	2	h1SMnG0021098	h1SMnT0021098.1	13656
chr2_h1	143257581	143257581	1	*	wt_H3K4me3_peak_10478	168	.	Promoter (<=1kb)	2	143257494	143258637	1144	1	h1SMnG0021123	h1SMnT0021123.1	87
chr2_h1	143473152	143473152	1	*	wt_H3K4me3_peak_10482	335	.	Distal Intergenic	2	143449295	143465132	15838	2	h1SMcG0012856	h1SMcT0012856.4	-8020
chr2_h1	143762664	143762664	1	*	wt_H3K4me3_peak_10487	30	.	Distal Intergenic	2	143736306	143741061	4756	1	h1SMnG0021140	h1SMnT0021140.1	26358
chr2_h1	143947209	143947209	1	*	wt_H3K4me3_peak_10492	153	.	Distal Intergenic	2	143929637	143930287	651	1	h1SMcG0012865	h1SMcT0012865.1	17572
chr2_h1	144080962	144080962	1	*	wt_H3K4me3_peak_10494	520	.	Exon (h1SMcT0012869.1/h1SMcG0012869, exon 6 of 8)	2	144064375	144092064	27690	2	h1SMcG0012869	h1SMcT0012869.1	11102
chr2_h1	144085486	144085486	1	*	wt_H3K4me3_peak_10495	285	.	Intron (h1SMcT0012869.1/h1SMcG0012869, intron 4 of 7)	2	144064375	144092064	27690	2	h1SMcG0012869	h1SMcT0012869.1	6578
chr2_h1	144092125	144092125	1	*	wt_H3K4me3_peak_10496	141	.	Promoter (<=1kb)	2	144064375	144092064	27690	2	h1SMcG0012869	h1SMcT0012869.1	-61
chr2_h1	144269495	144269495	1	*	wt_H3K4me3_peak_10499	151	.	Distal Intergenic	2	144223095	144223582	488	2	h1SMnG0021163	h1SMnT0021163.8	-45913
chr2_h1	144343573	144343573	1	*	wt_H3K4me3_peak_10500	112	.	Promoter (2-3kb)	2	144294544	144346300	51757	2	h1SMcG0012871	h1SMcT0012871.1	2727
chr2_h1	144613628	144613628	1	*	wt_H3K4me3_peak_10504	23	.	Distal Intergenic	2	144645529	144645916	388	2	h1SMnG0021184	h1SMnT0021184.1	32288
